image,before_psnr,after_psnr,before_ssim,after_ssim,before_uciqe,after_uciqe,before_uiqm,after_uiqm
459_img_.png,15.15380922352751,16.906900425587533,0.82164806,0.82483655,6.475218,6.0869875,0.6193267321890998,0.5411585900769323
45_img_.png,13.612363211373932,14.96639631830134,0.59840065,0.66231686,3.061991,4.14744,0.4404859239952761,0.4796676884324392
460_img_.png,20.99116732298842,18.090650248286934,0.78223467,0.78464717,6.451403,7.764819,0.6009932637473845,0.5742183196897404
461_img_.png,18.853778736766817,18.202502878118423,0.7843509,0.736141,5.0653477,5.8017616,0.5464133987029818,0.5697250004888722
462_img_.png,20.31702332745262,22.106068032342627,0.80765754,0.8773585,5.0257716,6.0074897,0.8155304403821962,0.915674911669136
463_img_.png,20.43913317336979,14.684595843022741,0.83605164,0.7134228,9.360817,11.423822,0.60375094587699,0.6116511438291854
464_img_.png,21.255647117603637,15.34919884805537,0.83486605,0.6877794,5.912404,4.886862,0.7366443849421858,0.6559669987333642
465_img_.png,19.611217944254633,18.958390936362388,0.74930096,0.7121825,5.043314,6.623338,0.38154371725608277,0.3586907125999189
466_img_.png,14.319060968812238,15.65942324165237,0.7075942,0.776195,3.1278489,2.8949406,0.4699429093214942,0.4964044249536007
467_img_.png,18.10087542565648,20.160016957968345,0.83068013,0.852024,3.3351665,5.457493,0.3932072616103724,0.39211410754629117
468_img_.png,19.346760174794895,18.150338931359318,0.83677787,0.82338613,6.3573284,8.317605,0.49683955037824423,0.45674278011957287
469_img_.png,15.313179126677312,17.741043137018423,0.6989977,0.7099941,4.408833,4.817981,0.33879335736628935,0.3643326752085867
46_img_.png,22.581561358351927,21.76490703158889,0.88023734,0.8379676,3.6262822,3.920546,0.5758067541464678,0.5915499407466268
470_img_.png,9.905346830421669,10.369263310512924,0.59682965,0.642984,1.4823047,1.936848,0.33871526266067503,0.3889772680501661
471_img_.png,12.41715141820443,10.592538861520342,0.46046364,0.46616903,2.7283099,2.7844582,0.21984496512743762,0.22339905766695398
472_img_.png,15.157587873303113,18.614008296881085,0.6602494,0.8370805,1.3110002,1.9218475,0.298362089529048,0.42298188315296675
473_img_.png,20.601058772829674,19.71051219412206,0.8672785,0.8299343,3.457973,4.202259,0.6144516505579551,0.5918306648366684
476_img_.png,16.515471369409592,13.807766391024217,0.6644071,0.6653791,3.3120947,3.3821802,0.39925466894060785,0.43492319091277604
477_img_.png,13.783479345151491,17.03662205788605,0.4734175,0.60758406,1.6634787,2.533081,0.3129235611954566,0.3704212233930644
478_img_.png,17.186041812693468,17.790348277265714,0.7301629,0.79253906,6.5128355,8.137241,0.662227817592891,0.6258456357468587
479_img_.png,12.703773236938252,13.235069586464473,0.641625,0.6327687,3.7133803,3.8295898,0.2697696725641804,0.3295336424237636
480_img_.png,15.263413388940164,16.33597608328,0.7331262,0.79361343,3.1391726,2.9554515,0.36811833555528667,0.34776862886182
481_img_.png,16.187756987952422,15.726136073446778,0.81668335,0.77628523,3.6440363,3.7263217,0.2867389961282804,0.23703978099417772
482_img_.png,18.026616415815234,18.082327460943155,0.8925712,0.89256525,5.6913757,6.0444593,0.6641193522583303,0.6005803759159161
483_img_.png,21.837191828780366,18.104586553340294,0.92991143,0.8606809,7.2305927,8.246523,0.614922654606495,0.5873159183541651
484_img_.png,14.695545007161797,18.12639938981249,0.7444286,0.81996864,1.5784751,2.251283,0.5024912898123222,0.5435966948349069
485_img_.png,17.849557638327354,19.12275038139889,0.78810763,0.8138752,3.5130625,5.336327,0.38373602866548584,0.4891926913548076
486_img_.png,11.371866770825214,13.054496786458767,0.518872,0.63755614,3.8533144,4.9992256,0.435666077100508,0.45433374098388296
487_img_.png,16.560321060737454,18.680419945585186,0.6351092,0.7909434,3.3183272,3.6192157,0.4923781868315588,0.551916212998322
488_img_.png,20.153038504405064,17.807632520858064,0.82110447,0.78111124,4.8133497,6.380305,0.418867352219543,0.3998593598844114
489_img_.png,16.112630350301217,12.853460125194518,0.740513,0.69425887,4.460804,5.4678483,0.4324583769767238,0.3949040390682271
48_img_.png,24.503553896528597,23.563180156158367,0.96059394,0.9315607,3.5926266,5.7918415,0.7025184451524545,0.7287639292804333
490_img_.png,15.115264347955994,12.49206817491758,0.7649088,0.6611238,3.9814513,3.3035583,0.33594056135866945,0.3385105056736952
491_img_.png,16.305396931669495,16.610319191105287,0.7497458,0.777991,3.8378904,6.6959314,0.6187125002130855,0.5739707093894477
492_img_.png,14.404348748785484,16.99238716682597,0.6073654,0.7359509,3.5239654,6.063463,0.3096681347316845,0.39067663137145175
493_img_.png,17.71489721648179,16.863134422407406,0.6520023,0.6925401,2.9417284,6.026199,0.2623059907976994,0.3148608690507003
494_img_.png,19.48701063543322,19.547153662132484,0.80179304,0.8257027,4.526275,5.517027,0.6187785205304764,0.7568157829079294
495_img_.png,16.378576911596777,19.838015597896998,0.80774325,0.8705556,3.0429854,4.801947,0.37585620532552144,0.43459251717787406
496_img_.png,14.322480382805372,17.059958235409592,0.69214153,0.80963665,4.2328486,4.025949,0.5604277751282978,0.5027771542855625
