epoch,train_loss,val_loss,val_psnr,val_ssim
72,0.037808574819407324,0.03825781707252775,26.365474264153377,0.8523263931274414
73,0.03820215631276369,0.04129048330443246,25.769255358713654,0.8488174080848694
74,0.03813297786878619,0.03886683338454792,26.288212165421093,0.8522114157676697
75,0.03855823181811872,0.03815048547195537,26.444366484728544,0.8518479466438293
76,0.03804296276312533,0.0396051076906068,26.19414159755302,0.8475862741470337
77,0.038229149804124986,0.039088055092309205,26.262514878983094,0.8484601974487305
78,0.037738020032099105,0.0384367826793875,26.354946799098563,0.8549144864082336
79,0.037546354875998285,0.03851569603596415,26.285813903576173,0.8515437841415405
80,0.03835115593865635,0.03883188311010599,26.28855226000351,0.8542093634605408
81,0.037803163002358704,0.037899795919656754,26.489175092679897,0.8535888195037842
82,0.0377277149780979,0.038898703309574297,26.252187435608644,0.8524835109710693
83,0.0374333643452908,0.03960750025830099,26.128426986370155,0.8544039726257324
84,0.0377155241321742,0.03989497212959187,25.981666406950207,0.8504231572151184
85,0.037314110329541246,0.03933091674532209,26.144131666709004,0.854544460773468
86,0.03726240927429219,0.038946130579071384,26.29541482527874,0.8578066825866699
87,0.037375739866458785,0.039417293055781295,26.140206049606313,0.8556005954742432
88,0.03795676523198684,0.04172565295760121,25.72808258278167,0.8558996319770813
89,0.03712461458715966,0.03830801196662443,26.393779855318108,0.854523241519928
90,0.03724750274474301,0.03745797994945731,26.565507372447012,0.8565564751625061
91,0.03752043186800509,0.038496785930224826,26.334334979449046,0.855244517326355
92,0.03715352383934385,0.03829313814640045,26.41085118761075,0.8597986102104187
93,0.037343485553453605,0.037497093102761676,26.600858751825136,0.860011875629425
94,0.03711763818604433,0.03752268198877573,26.55433973243532,0.8576595783233643
95,0.036890479478591344,0.038371721282601357,26.480435315871706,0.8584519624710083
96,0.03729812200446197,0.03780082347137587,26.48472370581978,0.8542683720588684
97,0.036813314799673674,0.038263950629958084,26.431988518913872,0.8558464646339417
98,0.03673247628035099,0.036965120517249615,26.67777163018711,0.8597618341445923
99,0.036761805589303254,0.03887479965175901,26.2865549515617,0.8533384799957275
100,0.036812907183255125,0.03810036668021764,26.451499209525785,0.8574708700180054
